reference,country,date,sentiment_scores,sentiment_entropy
r010227a_FOMC,united states,2001-02-27,"{'positive': 0.2532467532467532, 'neutral': 0.6363636363636364, 'negative': 0.11038961038961038}",0.8787036156751361
r010305a_FOMC,united states,2001-03-05,"{'positive': 0.10465116279069768, 'neutral': 0.8643410852713178, 'negative': 0.031007751937984496}",0.46992689983959396
r010307a_FOMC,united states,2001-03-07,"{'positive': 0.24489795918367346, 'neutral': 0.5102040816326531, 'negative': 0.24489795918367346}",1.0324395794041568
r010309a_FOMC,united states,2001-03-09,"{'positive': 0.248, 'neutral': 0.664, 'negative': 0.088}",0.8315599630067871
r010315a_FOMC,united states,2001-03-15,"{'positive': 0.10126582278481013, 'neutral': 0.8544303797468354, 'negative': 0.04430379746835443}",0.5043995539863866
r010323a_FOMC,united states,2001-03-23,"{'positive': 0.18518518518518517, 'neutral': 0.762962962962963, 'negative': 0.05185185185185185}",0.6721610565662466
r010327a_FOMC,united states,2001-03-27,"{'positive': 0.12087912087912088, 'neutral': 0.8021978021978022, 'negative': 0.07692307692307693}",0.6295215037915552
r010328a_FOMC,united states,2001-03-28,"{'positive': 0.1152073732718894, 'neutral': 0.815668202764977, 'negative': 0.06912442396313365}",0.5998459650436581
r010405a_FOMC,united states,2001-04-05,"{'positive': 0.22627737226277372, 'neutral': 0.6715328467153284, 'negative': 0.10218978102189781}",0.8367330788050238
r010405b_FOMC,united states,2001-04-05,"{'positive': 0.42592592592592593, 'neutral': 0.5555555555555556, 'negative': 0.018518518518518517}",0.7639416684858464
r010406a_FOMC,united states,2001-04-06,"{'positive': 0.3125, 'neutral': 0.609375, 'negative': 0.078125}",0.8644965328548823
r010419b_FOMC,united states,2001-04-19,"{'positive': 0.11486486486486487, 'neutral': 0.7635135135135135, 'negative': 0.12162162162162163}",0.7108194223750535
r010419a_FOMC,united states,2001-04-19,"{'positive': 0.15348837209302327, 'neutral': 0.7116279069767442, 'negative': 0.13488372093023257}",0.7999713743088526
r010426a_FOMC,united states,2001-04-26,"{'positive': 0.22962962962962963, 'neutral': 0.6666666666666666, 'negative': 0.1037037037037037}",0.8431764355985997
r010427a_FOMC,united states,2001-04-27,"{'positive': 0.18604651162790697, 'neutral': 0.6511627906976745, 'negative': 0.16279069767441862}",0.8877436119323625
r010510b_FOMC,united states,2001-05-10,"{'positive': 0.15862068965517243, 'neutral': 0.696551724137931, 'negative': 0.14482758620689656}",0.8237784985617501
r010510a_FOMC,united states,2001-05-10,"{'positive': 0.2013888888888889, 'neutral': 0.7291666666666666, 'negative': 0.06944444444444445}",0.7382628359226107
r010517a_FOMC,united states,2001-05-17,"{'positive': 0.23333333333333334, 'neutral': 0.6583333333333333, 'negative': 0.10833333333333334}",0.8555546738087094
r010518a_FOMC,united states,2001-05-18,"{'positive': 0.2867647058823529, 'neutral': 0.5882352941176471, 'negative': 0.125}",0.9302603135160343
r010521b_FOMC,united states,2001-05-21,"{'positive': 0.16778523489932887, 'neutral': 0.7449664429530202, 'negative': 0.087248322147651}",0.7316369796744921
r010521a_FOMC,united states,2001-05-21,"{'positive': 0.12804878048780488, 'neutral': 0.8048780487804879, 'negative': 0.06707317073170732}",0.6191245194438635
r010524a_FOMC,united states,2001-05-24,"{'positive': 0.27741935483870966, 'neutral': 0.36129032258064514, 'negative': 0.36129032258064514}",1.0913541857117632
r010524b_FOMC,united states,2001-05-24,"{'positive': 0.2544642857142857, 'neutral': 0.49107142857142855, 'negative': 0.2544642857142857}",1.0457501377018947
r010606a_FOMC,united states,2001-06-06,"{'positive': 0.2248062015503876, 'neutral': 0.5387596899224806, 'negative': 0.2364341085271318}",1.0097003716214994
r010611a_FOMC,united states,2001-06-11,"{'positive': 0.11650485436893204, 'neutral': 0.8252427184466019, 'negative': 0.05825242718446602}",0.5745853628461287
r010614a_FOMC,united states,2001-06-14,"{'positive': 0.4262295081967213, 'neutral': 0.5081967213114754, 'negative': 0.06557377049180328}",0.8861313924999075
r010620a_FOMC,united states,2001-06-20,"{'positive': 0.15789473684210525, 'neutral': 0.7368421052631579, 'negative': 0.10526315789473684}",0.7534424611802383
r010620b_FOMC,united states,2001-06-20,"{'positive': 0.24050632911392406, 'neutral': 0.7088607594936709, 'negative': 0.05063291139240506}",0.7376856660137266
r010628a_FOMC,united states,2001-06-28,"{'positive': 0.2366412213740458, 'neutral': 0.5190839694656488, 'negative': 0.24427480916030533}",1.0257036118988154
r010717a_FOMC,united states,2001-07-17,"{'positive': 0.1558073654390935, 'neutral': 0.8045325779036827, 'negative': 0.039660056657223795}",0.5926470613520445
r010718a_FOMC,united states,2001-07-18,"{'positive': 0.145985401459854, 'neutral': 0.5912408759124088, 'negative': 0.26277372262773724}",0.9428151682809183
r010803a_FOMC,united states,2001-08-03,"{'positive': 0.18888888888888888, 'neutral': 0.7, 'negative': 0.1111111111111111}",0.8086100532017908
r010831a_FOMC,united states,2001-08-31,"{'positive': 0.2037037037037037, 'neutral': 0.7222222222222222, 'negative': 0.07407407407407407}",0.7519297938917217
r010831b_FOMC,united states,2001-08-31,"{'positive': 0.09375, 'neutral': 0.8359375, 'negative': 0.0703125}",0.5583850586000395
r010904a_FOMC,united states,2001-09-04,"{'positive': 0.16494845360824742, 'neutral': 0.7835051546391752, 'negative': 0.05154639175257732}",0.6412641436604121
r011011a_FOMC,united states,2001-10-11,"{'positive': 0.15517241379310345, 'neutral': 0.7758620689655172, 'negative': 0.06896551724137931}",0.6704428264055585
r011012a_FOMC,united states,2001-10-12,"{'positive': 0.08333333333333333, 'neutral': 0.8657407407407407, 'negative': 0.05092592592592592}",0.483515208634532
r011015a_FOMC,united states,2001-10-15,"{'positive': 0.08522727272727272, 'neutral': 0.8238636363636364, 'negative': 0.09090909090909091}",0.5874807835418283
r011016a_FOMC,united states,2001-10-16,"{'positive': 0.1984732824427481, 'neutral': 0.7099236641221374, 'negative': 0.0916030534351145}",0.7831275319853703
r011023a_FOMC,united states,2001-10-23,"{'positive': 0.0970873786407767, 'neutral': 0.883495145631068, 'negative': 0.019417475728155338}",0.41239539226756095
r011023b_FOMC,united states,2001-10-23,"{'positive': 0.16666666666666666, 'neutral': 0.7083333333333334, 'negative': 0.125}",0.8028187820379638
r011024a_FOMC,united states,2001-10-24,"{'positive': 0.1865671641791045, 'neutral': 0.6716417910447762, 'negative': 0.1417910447761194}",0.8575479599838124
r011026a_FOMC,united states,2001-10-26,"{'positive': 0.3275862068965517, 'neutral': 0.5689655172413793, 'negative': 0.10344827586206896}",0.9211387528235823
r011108b_FOMC,united states,2001-11-08,"{'positive': 0.28421052631578947, 'neutral': 0.631578947368421, 'negative': 0.08421052631578947}",0.8561526658228398
r011108a_FOMC,united states,2001-11-08,"{'positive': 0.36633663366336633, 'neutral': 0.6039603960396039, 'negative': 0.0297029702970297}",0.776871949035194
r011113a_FOMC,united states,2001-11-13,"{'positive': 0.25833333333333336, 'neutral': 0.5666666666666667, 'negative': 0.175}",0.9765325887553238
r011127a_FOMC,united states,2001-11-27,"{'positive': 0.20333333333333334, 'neutral': 0.5733333333333334, 'negative': 0.22333333333333333}",0.9776266039039323
r011130b_FOMC,united states,2001-11-30,"{'positive': 0.15714285714285714, 'neutral': 0.7214285714285714, 'negative': 0.12142857142857143}",0.7823943295821197
r011130a_FOMC,united states,2001-11-30,"{'positive': 0.29, 'neutral': 0.61, 'negative': 0.1}",0.8907628288468895
r011203a_FOMC,united states,2001-12-03,"{'positive': 0.18045112781954886, 'neutral': 0.6766917293233082, 'negative': 0.14285714285714285}",0.8512476029417768
r011205a_FOMC,united states,2001-12-05,"{'positive': 0.12183908045977011, 'neutral': 0.8114942528735632, 'negative': 0.06666666666666667}",0.6065178136511578
r011218a_FOMC,united states,2001-12-18,"{'positive': 0.23809523809523808, 'neutral': 0.5767195767195767, 'negative': 0.18518518518518517}",0.9714088491613856
r020108a_FOMC,united states,2002-01-08,"{'positive': 0.12179487179487179, 'neutral': 0.7884615384615384, 'negative': 0.08974358974358974}",0.660177680777849
r020110a_FOMC,united states,2002-01-10,"{'positive': 0.32, 'neutral': 0.6266666666666667, 'negative': 0.05333333333333334}",0.8138160248269369
r020111a_FOMC,united states,2002-01-11,"{'positive': 0.3851851851851852, 'neutral': 0.3333333333333333, 'negative': 0.2814814814814815}",1.09051359713842
r020116c_FOMC,united states,2002-01-16,"{'positive': 0.36752136752136755, 'neutral': 0.3076923076923077, 'negative': 0.3247863247863248}",1.0957930730127494
r020116a_FOMC,united states,2002-01-16,"{'positive': 0.12903225806451613, 'neutral': 0.7741935483870968, 'negative': 0.0967741935483871}",0.6883644225872564
r020116b_FOMC,united states,2002-01-16,"{'positive': 0.1488933601609658, 'neutral': 0.8028169014084507, 'negative': 0.0482897384305835}",0.6062364764698385
r020118a_FOMC,united states,2002-01-18,"{'positive': 0.21568627450980393, 'neutral': 0.7450980392156863, 'negative': 0.0392156862745098}",0.6770919772046272
r020207a_FOMC,united states,2002-02-07,"{'positive': 0.12056737588652482, 'neutral': 0.8226950354609929, 'negative': 0.05673758865248227}",0.5784292425006317
r020208a_FOMC,united states,2002-02-08,"{'positive': 0.08333333333333333, 'neutral': 0.85, 'negative': 0.06666666666666667}",0.5257533242955894
r020220a_FOMC,united states,2002-02-20,"{'positive': 0.19327731092436976, 'neutral': 0.6974789915966386, 'negative': 0.1092436974789916}",0.8108505598301172
r020227a_FOMC,united states,2002-02-27,"{'positive': 0.36752136752136755, 'neutral': 0.28205128205128205, 'negative': 0.3504273504273504}",1.0923208643866993
r020228a_FOMC,united states,2002-02-28,"{'positive': 0.16216216216216217, 'neutral': 0.7567567567567568, 'negative': 0.08108108108108109}",0.7096173730150794
r020228b_FOMC,united states,2002-02-28,"{'positive': 0.17333333333333334, 'neutral': 0.76, 'negative': 0.06666666666666667}",0.6928820671931126
r020301a_FOMC,united states,2002-03-01,"{'positive': 0.15942028985507245, 'neutral': 0.782608695652174, 'negative': 0.057971014492753624}",0.6496548530069339
r020304a_FOMC,united states,2002-03-04,"{'positive': 0.136986301369863, 'neutral': 0.6917808219178082, 'negative': 0.17123287671232876}",0.8294031059977061
r020307a_FOMC,united states,2002-03-07,"{'positive': 0.13414634146341464, 'neutral': 0.7560975609756098, 'negative': 0.10975609756097561}",0.7233753317812809
r020312a_FOMC,united states,2002-03-12,"{'positive': 0.18487394957983194, 'neutral': 0.6638655462184874, 'negative': 0.15126050420168066}",0.8697452917593562
r020313a_FOMC,united states,2002-03-13,"{'positive': 0.28421052631578947, 'neutral': 0.5684210526315789, 'negative': 0.14736842105263157}",0.9608291388510533
r020321a_FOMC,united states,2002-03-21,"{'positive': 0.3191489361702128, 'neutral': 0.524822695035461, 'negative': 0.15602836879432624}",0.992706252713942
r020326a_FOMC,united states,2002-03-26,"{'positive': 0.14516129032258066, 'neutral': 0.7258064516129032, 'negative': 0.12903225806451613}",0.7769671984462359
r020326b_FOMC,united states,2002-03-26,"{'positive': 0.29357798165137616, 'neutral': 0.6055045871559633, 'negative': 0.10091743119266056}",0.8950395348519197
r020408a_FOMC,united states,2002-04-08,"{'positive': 0.24096385542168675, 'neutral': 0.6265060240963856, 'negative': 0.13253012048192772}",0.9037060675785724
r020422a_FOMC,united states,2002-04-22,"{'positive': 0.25742574257425743, 'neutral': 0.594059405940594, 'negative': 0.1485148514851485}",0.941933024381678
r020430a_FOMC,united states,2002-04-30,"{'positive': 0.09411764705882353, 'neutral': 0.8235294117647058, 'negative': 0.08235294117647059}",0.5879268997811281
r020502a_FOMC,united states,2002-05-02,"{'positive': 0.1391304347826087, 'neutral': 0.7913043478260869, 'negative': 0.06956521739130435}",0.6450611111257845
r020503a_FOMC,united states,2002-05-03,"{'positive': 0.0684931506849315, 'neutral': 0.7945205479452054, 'negative': 0.136986301369863}",0.6386959465757434
r020509a_FOMC,united states,2002-05-09,"{'positive': 0.14285714285714285, 'neutral': 0.7698412698412699, 'negative': 0.0873015873015873}",0.6922302834773416
r020510a_FOMC,united states,2002-05-10,"{'positive': 0.11224489795918367, 'neutral': 0.7346938775510204, 'negative': 0.15306122448979592}",0.759278074726988
r020511a_FOMC,united states,2002-05-11,"{'positive': 0.1368421052631579, 'neutral': 0.7894736842105263, 'negative': 0.07368421052631578}",0.6509577210151676
r020513a_FOMC,united states,2002-05-13,"{'positive': 0.13043478260869565, 'neutral': 0.782608695652174, 'negative': 0.08695652173913043}",0.6698932216137069
r020517a_FOMC,united states,2002-05-17,"{'positive': 0.08411214953271028, 'neutral': 0.8785046728971962, 'negative': 0.037383177570093455}",0.4448857674162435
r020521a_FOMC,united states,2002-05-21,"{'positive': 0.16304347826086957, 'neutral': 0.717391304347826, 'negative': 0.11956521739130435}",0.7879319032331782
r020521b_FOMC,united states,2002-05-21,"{'positive': 0.22105263157894736, 'neutral': 0.7052631578947368, 'negative': 0.07368421052631578}",0.7720795470239745
r020531a_FOMC,united states,2002-05-31,"{'positive': 0.2777777777777778, 'neutral': 0.7083333333333334, 'negative': 0.013888888888888888}",0.6594751087379936
r020610a_FOMC,united states,2002-06-10,"{'positive': 0.08391608391608392, 'neutral': 0.8251748251748252, 'negative': 0.09090909090909091}",0.584494930040296
r020611a_FOMC,united states,2002-06-11,"{'positive': 0.2111801242236025, 'neutral': 0.6770186335403726, 'negative': 0.11180124223602485}",0.8374300255928039
r020620a_FOMC,united states,2002-06-20,"{'positive': 0.10833333333333334, 'neutral': 0.7666666666666667, 'negative': 0.125}",0.7044113781816723
r020705a_FOMC,united states,2002-07-05,"{'positive': 0.06172839506172839, 'neutral': 0.8888888888888888, 'negative': 0.04938271604938271}",0.4251611599094012
r020708a_FOMC,united states,2002-07-08,"{'positive': 0.07462686567164178, 'neutral': 0.8955223880597015, 'negative': 0.029850746268656716}",0.39731713197878044
r020726a_FOMC,united states,2002-07-26,"{'positive': 0.23232323232323232, 'neutral': 0.6868686868686869, 'negative': 0.08080808080808081}",0.8003883021367679
r020830a_FOMC,united states,2002-08-30,"{'positive': 0.2537313432835821, 'neutral': 0.582089552238806, 'negative': 0.16417910447761194}",0.9596123350806085
r020925a_FOMC,united states,2002-09-25,"{'positive': 0.24770642201834864, 'neutral': 0.6238532110091743, 'negative': 0.12844036697247707}",0.903633001965788
r020928a_FOMC,united states,2002-09-28,"{'positive': 0.20238095238095238, 'neutral': 0.6547619047619048, 'negative': 0.14285714285714285}",0.8785926103409614
r021001a_FOMC,united states,2002-10-01,"{'positive': 0.2112676056338028, 'neutral': 0.6971830985915493, 'negative': 0.09154929577464789}",0.7988050275999294
r021003a_FOMC,united states,2002-10-03,"{'positive': 0.14285714285714285, 'neutral': 0.7767857142857143, 'negative': 0.08035714285714286}",0.6767984509842797
r021007a_FOMC,united states,2002-10-07,"{'positive': 0.34408602150537637, 'neutral': 0.5698924731182796, 'negative': 0.08602150537634409}",0.8985720453974237
r021008a_FOMC,united states,2002-10-08,"{'positive': 0.11724137931034483, 'neutral': 0.7931034482758621, 'negative': 0.0896551724137931}",0.6513808923672681
r021009a_FOMC,united states,2002-10-09,"{'positive': 0.1, 'neutral': 0.8571428571428571, 'negative': 0.04285714285714286}",0.49738264715339375
r021015a_FOMC,united states,2002-10-15,"{'positive': 0.14516129032258066, 'neutral': 0.7258064516129032, 'negative': 0.12903225806451613}",0.7769671984462359
r021016b_FOMC,united states,2002-10-16,"{'positive': 0.26666666666666666, 'neutral': 0.7333333333333333, 'negative': 0}",0.5799151714181009
r021016a_FOMC,united states,2002-10-16,"{'positive': 0.0603448275862069, 'neutral': 0.8706896551724138, 'negative': 0.06896551724137931}",0.47441712578056217
r021022a_FOMC,united states,2002-10-22,"{'positive': 0.27205882352941174, 'neutral': 0.6911764705882353, 'negative': 0.03676470588235294}",0.7308838426229111
r021023a_FOMC,united states,2002-10-23,"{'positive': 0.42168674698795183, 'neutral': 0.4939759036144578, 'negative': 0.08433734939759036}",0.9210694279123415
r021024a_FOMC,united states,2002-10-24,"{'positive': 0.3389830508474576, 'neutral': 0.4915254237288136, 'negative': 0.1694915254237288}",1.0166548088103293
r021029a_FOMC,united states,2002-10-29,"{'positive': 0.2826086956521739, 'neutral': 0.6521739130434783, 'negative': 0.06521739130434782}",0.8139435712093347
r021107b_FOMC,united states,2002-11-07,"{'positive': 0.12781954887218044, 'neutral': 0.7368421052631579, 'negative': 0.13533834586466165}",0.7586338545315081
